User_ID,Group,Session_Date,Existing_Cart_Value,Prompted_Product_Price,Added_Product,Total_Order_Value,Conversion,Time_Spent_on_Checkout_Page,Device_Type,Returning_Customer
258,No Prompt,2024-01-11 17:00:00,99.28,40.40665125187604,0,95.42,0,60.51733664680412,Desktop,0
259,No Prompt,2024-01-11 18:00:00,17.22,21.46694269302804,0,26.59,1,168.0,Mobile,0
260,Show Prompt,2024-01-11 19:00:00,114.37,37.40986311196936,1,148.02,1,175.0,Mobile,0
261,No Prompt,2024-01-11 20:00:00,62.47,30.173499485405426,0,68.06,1,1.911359050388792,Mobile,1
262,No Prompt,2024-01-11 21:00:00,158.12,26.77351132544981,0,161.85,1,85.0,Mobile,0
263,Show Prompt,2024-01-11 22:00:00,70.03,36.37538028384758,0,70.92,1,142.55194854580526,Mobile,1
264,No Prompt,2024-01-11 23:00:00,91.14,39.35206275564,0,87.4,1,98.0,Desktop,0
265,No Prompt,2024-01-12 00:00:00,9.13,38.50529914224924,0,1.03,1,42.0,Desktop,0
266,No Prompt,2024-01-12 01:00:00,22.64,48.82674198369431,0,30.04,1,100.0,Mobile,1
267,No Prompt,2024-01-12 02:00:00,86.37,1.0,0,87.22,1,1.911359050388792,Mobile,0
268,No Prompt,2024-01-12 03:00:00,110.75,83.41720466208633,0,100.34,1,192.31064756651088,Desktop,0
269,Show Prompt,2024-01-12 04:00:00,122.5,46.34066465749842,0,126.53,1,149.0,Desktop,0
270,Show Prompt,2024-01-12 05:00:00,67.17,81.44503130620097,0,70.08,1,2.938357943135008,Desktop,1
271,No Prompt,2024-01-12 06:00:00,145.77,19.96989358826887,0,140.91,1,39.0,Mobile,0
272,No Prompt,2024-01-12 07:00:00,168.67,61.69281469737788,0,173.1,1,65.0,Desktop,0
273,No Prompt,2024-01-12 08:00:00,161.95,57.53716298808992,0,163.05,1,150.0,Mobile,0
274,No Prompt,2024-01-12 09:00:00,5.14,37.06304720259191,0,23.32,1,0.8843601576425751,Desktop,1
275,No Prompt,2024-01-12 10:00:00,108.12,22.11478961803609,0,104.01,1,1.6831370742229657,Mobile,1
276,No Prompt,2024-01-12 11:00:00,24.4,31.3148687856022,0,26.23,1,85.0,Desktop,0
277,No Prompt,2024-01-12 12:00:00,60.2,23.16508864367549,0,51.8,0,119.0,Mobile,0
278,No Prompt,2024-01-12 13:00:00,191.84,40.372566944615066,0,194.38,0,97.0,Mobile,1
279,No Prompt,2024-01-12 14:00:00,43.1,42.84963908203029,0,34.4,1,47.06903961418098,Mobile,0
280,No Prompt,2024-01-12 15:00:00,107.58,60.51473177120907,0,103.33,1,2.9098301961142794,Mobile,0
281,No Prompt,2024-01-12 16:00:00,127.28,61.15175155355056,0,136.45,1,63.0,Desktop,0
282,Show Prompt,2024-01-12 17:00:00,148.88,32.809872921142016,0,140.73,1,153.0,Desktop,1
283,Show Prompt,2024-01-12 18:00:00,114.34,33.654976974705505,0,112.0,1,160.03473468821534,Tablet,0
284,Show Prompt,2024-01-12 19:00:00,9.22,66.13155115750732,0,18.47,0,41.0,Mobile,0
285,No Prompt,2024-01-12 20:00:00,71.26,82.75639781568337,0,77.13,1,37.0,Desktop,1
286,Show Prompt,2024-01-12 21:00:00,108.03,80.60969286144086,0,114.52,1,41.68972080113173,Desktop,1
287,Show Prompt,2024-01-12 22:00:00,22.15,35.06998219394079,0,22.78,0,190.96581786324856,Mobile,0
288,No Prompt,2024-01-12 23:00:00,76.02,61.20614016022795,0,77.17,0,3.87977359481904,Mobile,0
289,Show Prompt,2024-01-13 00:00:00,10.66,16.372461900113418,1,47.5,0,70.0,Desktop,1
290,No Prompt,2024-01-13 01:00:00,9.57,68.33030094289232,0,20.91,1,90.0,Desktop,1
291,Show Prompt,2024-01-13 02:00:00,97.74,17.390522442102665,1,121.26,1,67.0,Desktop,1
292,Show Prompt,2024-01-13 03:00:00,33.14,31.22636818103938,1,59.93,1,38.0,Mobile,0
293,No Prompt,2024-01-13 04:00:00,117.0,1.0,0,114.19,1,25.0,Mobile,0
294,Show Prompt,2024-01-13 05:00:00,142.77,9.301782832154933,0,149.06,1,2.938357943135008,Mobile,1
295,Show Prompt,2024-01-13 06:00:00,165.18,63.379742333943895,1,219.68,1,4.963827981606713,Desktop,1
296,No Prompt,2024-01-13 07:00:00,47.26,54.52177046483793,0,47.39,0,72.0,Desktop,0
297,No Prompt,2024-01-13 08:00:00,51.44,20.09748973858684,0,30.49,1,3.5944961246117573,Mobile,0
298,Show Prompt,2024-01-13 09:00:00,25.02,55.07793238360862,0,20.79,1,3.423329642487388,Desktop,1
300,Show Prompt,2024-01-13 11:00:00,138.67,44.01509573616853,0,149.3,1,4.393273041192147,Tablet,0
301,Show Prompt,2024-01-13 12:00:00,17.83,63.4636975379311,1,45.65,1,2.510441737824084,Mobile,0
302,No Prompt,2024-01-13 13:00:00,197.27,43.00446173301935,0,182.23,1,0.8558324106218469,Mobile,0
303,No Prompt,2024-01-13 14:00:00,16.14,65.04082698085061,0,32.11,1,162.0,Mobile,0
304,No Prompt,2024-01-13 15:00:00,109.9,33.38995811058124,0,118.27,1,150.0,Mobile,1
305,No Prompt,2024-01-13 16:00:00,147.12,15.163615707556,0,145.11,1,141.0,Mobile,0
306,No Prompt,2024-01-13 17:00:00,169.76,27.823375232014094,0,176.78,0,88.0,Mobile,0
307,No Prompt,2024-01-13 18:00:00,138.18,36.34505303113331,0,149.65,1,1.1981653748705856,Mobile,0
308,Show Prompt,2024-01-13 19:00:00,175.55,54.86337241728016,0,157.02,1,1.5975538331607808,Desktop,0
309,No Prompt,2024-01-13 20:00:00,78.68,42.98534352481325,0,81.24,1,0.7987769165803904,Mobile,0
310,Show Prompt,2024-01-13 21:00:00,164.05,47.39566545735654,0,163.79,1,45.72420991091867,Mobile,0
311,Show Prompt,2024-01-13 22:00:00,28.16,50.07581989631963,1,68.74,1,150.0,Mobile,1
312,Show Prompt,2024-01-13 23:00:00,174.47,16.31582586449705,0,181.61,1,150.62092676537915,Desktop,0
313,Show Prompt,2024-01-14 00:00:00,117.89,27.27371892337105,0,112.31,0,36.0,Mobile,0
314,No Prompt,2024-01-14 01:00:00,168.41,14.858026462692727,0,162.32,0,173.0,Desktop,0
315,No Prompt,2024-01-14 02:00:00,92.4,35.95486400054095,0,98.06,1,4.792661499482342,Desktop,0
316,No Prompt,2024-01-14 03:00:00,132.17,32.65553755703602,0,119.92,0,122.37950299687056,Mobile,1
317,Show Prompt,2024-01-14 04:00:00,112.28,44.85352484713867,1,146.92,1,4.792661499482342,Mobile,0
318,Show Prompt,2024-01-14 05:00:00,148.92,70.75814155113487,0,149.68,1,188.27615845672392,Mobile,1
319,Show Prompt,2024-01-14 06:00:00,27.6,39.262208163878505,0,36.55,1,0.8558324106218469,Mobile,0
320,Show Prompt,2024-01-14 07:00:00,18.41,48.16954702087566,0,27.71,1,91.0,Desktop,1
321,No Prompt,2024-01-14 08:00:00,60.39,47.5705999470012,0,50.25,0,125.0,Desktop,0
322,No Prompt,2024-01-14 09:00:00,39.12,31.954703404839268,0,37.64,1,193.6554772697732,Mobile,1
323,No Prompt,2024-01-14 10:00:00,177.67,40.46566213552188,0,175.6,0,1.5404983391193243,Mobile,0
324,Show Prompt,2024-01-14 11:00:00,52.43,1.0,1,65.93,1,3.936829088860496,Desktop,0
325,No Prompt,2024-01-14 12:00:00,203.61,29.91210350116948,0,194.76,1,33.0,Desktop,1
326,No Prompt,2024-01-14 13:00:00,73.66,21.11421355004588,0,76.92,1,44.379380207656354,Mobile,1
327,No Prompt,2024-01-14 14:00:00,50.41,38.01412868307159,0,47.17,1,29.0,Mobile,0
328,No Prompt,2024-01-14 15:00:00,162.81,35.101227447476,0,150.15,1,4.535911776295789,Mobile,0
329,Show Prompt,2024-01-14 16:00:00,118.44,41.366269501216,0,129.39,0,1.6260815801815092,Desktop,0
330,Show Prompt,2024-01-14 17:00:00,115.88,28.332286119865746,0,105.66,1,127.0,Mobile,1
331,Show Prompt,2024-01-14 18:00:00,116.48,23.441273119250795,1,162.31,0,185.5864990501993,Mobile,0
332,No Prompt,2024-01-14 19:00:00,145.43,16.796381464643602,0,138.98,0,53.0,Desktop,0
333,Show Prompt,2024-01-14 20:00:00,58.96,29.2840231767001,1,105.15,1,39.0000613946071,Desktop,1
334,Show Prompt,2024-01-14 21:00:00,196.52,43.3677910280601,0,203.77,0,141.0,Desktop,1
335,Show Prompt,2024-01-14 22:00:00,201.07,72.65982622772617,1,224.79,0,4.67855051139943,Mobile,1
336,Show Prompt,2024-01-14 23:00:00,139.09,31.87581412762722,1,173.93,1,4.67855051139943,Mobile,1
337,No Prompt,2024-01-15 00:00:00,39.25,57.43851172223691,0,46.74,0,3.822718100777583,Desktop,1
338,No Prompt,2024-01-15 01:00:00,136.17,35.839411128509944,0,137.9,0,0.5705549404145647,Mobile,0
339,Show Prompt,2024-01-15 02:00:00,29.73,22.345835013918915,0,25.24,1,41.68972080113173,Mobile,0
340,Show Prompt,2024-01-15 03:00:00,28.13,64.32353255601318,1,60.72,1,164.06922379800227,Mobile,1
341,Show Prompt,2024-01-15 04:00:00,54.56,15.416404447893807,0,60.15,0,23.0,Mobile,0
342,Show Prompt,2024-01-15 05:00:00,98.81,36.66986379705319,0,104.09,1,160.0,Mobile,1
343,Show Prompt,2024-01-15 06:00:00,172.45,82.40065111193012,0,168.15,1,117.0,Desktop,0
344,Show Prompt,2024-01-15 07:00:00,147.32,47.4133527808393,1,172.28,1,3.565968377591029,Desktop,0
345,Show Prompt,2024-01-15 08:00:00,145.88,57.05545357740837,0,152.04,0,104.0,Desktop,1
346,No Prompt,2024-01-15 09:00:00,87.41,35.07270866797041,0,94.72,1,3.993884582901953,Mobile,1
347,No Prompt,2024-01-15 10:00:00,71.75,64.28709032021983,0,73.55,0,4.307689800129963,Mobile,0
348,Show Prompt,2024-01-15 11:00:00,76.79,64.01100851841178,1,89.67,1,135.8278000294937,Mobile,1
349,Show Prompt,2024-01-15 12:00:00,208.24,35.1867301041064,0,200.28,1,1.0840543867876729,Desktop,1
350,No Prompt,2024-01-15 13:00:00,25.46,54.17611959122651,0,17.95,1,149.0,Mobile,0
351,No Prompt,2024-01-15 14:00:00,187.88,53.3487203771214,0,172.09,1,0.8843601576425751,Desktop,0
352,No Prompt,2024-01-15 15:00:00,120.55,16.624601046549063,0,118.32,1,100.0,Desktop,1
353,No Prompt,2024-01-15 16:00:00,91.83,9.73736123676931,0,88.47,0,2.653080472927725,Mobile,1
354,Show Prompt,2024-01-15 17:00:00,143.57,65.57688945245991,1,172.86,0,157.3450752816907,Mobile,0
355,Show Prompt,2024-01-15 18:00:00,98.4,38.88011901203788,0,96.73,1,25.0,Tablet,1
356,No Prompt,2024-01-15 19:00:00,168.16,43.826779523059415,0,168.21,1,4.421800788212876,Tablet,1
357,Show Prompt,2024-01-15 20:00:00,180.01,24.918382413563133,1,204.36,0,144.0,Mobile,0
358,No Prompt,2024-01-15 21:00:00,89.05,41.69671312855023,0,87.93,0,70.0,Mobile,1
359,No Prompt,2024-01-15 22:00:00,65.22,47.148085363597815,0,55.63,1,30.0,Tablet,0
360,No Prompt,2024-01-15 23:00:00,122.46,11.331200711136386,0,130.24,1,146.0,Mobile,0
361,Show Prompt,2024-01-16 00:00:00,183.1,16.418187837942643,0,178.67,1,159.0,Mobile,1
362,No Prompt,2024-01-16 01:00:00,39.92,43.75313766441964,0,47.57,0,92.0,Mobile,1
363,Show Prompt,2024-01-16 02:00:00,132.23,63.1176110523716,1,166.18,1,21.0,Mobile,1
364,No Prompt,2024-01-16 03:00:00,136.64,28.994408744755443,0,134.39,1,36.31040198808248,Mobile,0
365,No Prompt,2024-01-16 04:00:00,140.59,39.36009557520157,0,151.73,1,212.4830931154456,Mobile,0
366,Show Prompt,2024-01-16 05:00:00,34.59,35.59686958091474,0,31.87,0,4.079467823964137,Mobile,0
367,No Prompt,2024-01-16 06:00:00,134.92,39.519257130232,0,133.25,1,72.0,Mobile,0
368,No Prompt,2024-01-16 07:00:00,182.51,43.609488809303656,0,176.55,1,0.8273046636011187,Tablet,0
369,Show Prompt,2024-01-16 08:00:00,47.61,10.781196695662596,0,36.63,1,131.0,Desktop,0
370,Show Prompt,2024-01-16 09:00:00,49.87,34.879545525086684,0,66.87,1,36.31040198808248,Desktop,0
371,Show Prompt,2024-01-16 10:00:00,187.49,20.22488666285422,1,204.82,1,55.0,Desktop,1
372,Show Prompt,2024-01-16 11:00:00,44.86,35.58941222272981,0,40.58,0,168.10371290778923,Mobile,0
373,Show Prompt,2024-01-16 12:00:00,175.57,42.992332244270045,0,165.74,0,33.0,Mobile,0
374,No Prompt,2024-01-16 13:00:00,108.88,57.59638750878798,0,103.16,0,141.20711884254294,Desktop,0
375,Show Prompt,2024-01-16 14:00:00,53.56,16.78699643189031,0,59.42,0,168.0,Mobile,0
376,Show Prompt,2024-01-16 15:00:00,175.65,37.02685223637749,0,179.56,1,92.79324952509964,Mobile,0
377,No Prompt,2024-01-16 16:00:00,85.37,1.0,0,84.98,0,52.44835842723024,Desktop,0
378,Show Prompt,2024-01-16 17:00:00,104.85,32.68921098106495,0,107.86,1,106.0,Mobile,1
379,No Prompt,2024-01-16 18:00:00,75.01,25.50238769748505,0,71.89,1,154.0,Mobile,0
380,Show Prompt,2024-01-16 19:00:00,131.77,72.38785563146013,0,131.06,0,156.0,Tablet,1
381,Show Prompt,2024-01-16 20:00:00,41.94,22.786895865903865,1,74.27,1,148.0,Desktop,1
382,No Prompt,2024-01-16 21:00:00,78.53,43.63999020376647,0,83.86,1,232.6555386643803,Mobile,1
383,No Prompt,2024-01-16 22:00:00,192.97,57.767759633580496,0,193.46,1,57.0,Tablet,0
384,No Prompt,2024-01-16 23:00:00,52.57,44.09971009755723,0,62.98,1,63.0,Desktop,1
385,No Prompt,2024-01-17 00:00:00,145.68,45.96482110768171,0,123.09,1,105.0,Desktop,0
386,No Prompt,2024-01-17 01:00:00,66.94,67.68351468784263,0,58.43,0,63.0,Mobile,0
387,Show Prompt,2024-01-17 02:00:00,155.9,34.18944610352178,0,163.66,0,93.0,Mobile,1
388,Show Prompt,2024-01-17 03:00:00,37.09,6.329118055643971,1,90.41,1,185.5864990501993,Desktop,1
389,No Prompt,2024-01-17 04:00:00,197.53,71.6783233645672,0,189.64,1,141.0,Desktop,0
390,No Prompt,2024-01-17 05:00:00,95.18,5.158085211169141,0,97.69,1,205.758944599134,Desktop,0
391,No Prompt,2024-01-17 06:00:00,50.35,34.45206894380544,0,64.19,0,164.0,Mobile,0
392,Show Prompt,2024-01-17 07:00:00,14.63,30.14902948757897,0,23.71,1,70.0,Mobile,0
393,Show Prompt,2024-01-17 08:00:00,48.7,72.26478499044836,0,44.58,1,76.65529308595188,Desktop,0
394,No Prompt,2024-01-17 09:00:00,107.92,54.33942727232957,0,114.86,1,455.1749096499533,Mobile,1
395,Show Prompt,2024-01-17 10:00:00,74.25,33.93827879217576,0,75.32,1,70.0,Mobile,1
396,No Prompt,2024-01-17 11:00:00,167.31,51.682380203391766,0,170.81,1,29.0,Mobile,1
397,No Prompt,2024-01-17 12:00:00,85.58,32.446171201809015,0,97.49,0,139.0,Mobile,0
398,Show Prompt,2024-01-17 13:00:00,57.96,17.557347402347776,0,53.32,1,168.0,Desktop,1
399,No Prompt,2024-01-17 14:00:00,123.44,31.858894471009563,0,126.27,1,89.0,Desktop,1
400,No Prompt,2024-01-17 15:00:00,141.43,9.728465870057828,0,147.2,1,139.86228913928062,Mobile,1
401,Show Prompt,2024-01-17 16:00:00,37.4,49.93311339343764,1,86.61,1,2.1681087735753457,Mobile,0
402,No Prompt,2024-01-17 17:00:00,34.5,61.514262324866905,0,41.66,1,195.0003069730355,Desktop,0
403,No Prompt,2024-01-17 18:00:00,24.01,31.12418378738866,0,20.49,1,58.0,Mobile,0
404,No Prompt,2024-01-17 19:00:00,147.83,71.23918818072424,0,143.14,1,52.0,Mobile,0
405,Show Prompt,2024-01-17 20:00:00,141.2,1.0,0,134.53,1,37.0,Tablet,1
406,No Prompt,2024-01-17 21:00:00,108.14,61.64402480877779,0,98.2,0,76.0,Mobile,1
407,Show Prompt,2024-01-17 22:00:00,173.18,54.79166230311523,0,167.44,1,154.65541587516609,Desktop,0
408,Show Prompt,2024-01-17 23:00:00,157.91,70.09310664433852,0,162.02,0,90.10359011857504,Mobile,0
409,No Prompt,2024-01-18 00:00:00,123.14,61.85172264879255,0,123.65,1,1.740192568264422,Mobile,0
410,Show Prompt,2024-01-18 01:00:00,179.72,36.32112099872345,0,187.82,0,61.86216635006643,Mobile,0
411,Show Prompt,2024-01-18 02:00:00,43.21,33.63959326824228,1,69.79,1,93.0,Tablet,0
412,No Prompt,2024-01-18 03:00:00,38.58,32.68755485961667,0,26.03,0,3.680079365673942,Mobile,1
413,No Prompt,2024-01-18 04:00:00,61.34,45.37826004683809,0,64.31,1,1.4549150980571397,Mobile,0
414,No Prompt,2024-01-18 05:00:00,21.3,55.79848497857186,0,12.32,1,1.2837486159327705,Tablet,1
415,No Prompt,2024-01-18 06:00:00,236.95,1.0,0,109.41,0,44.0,Mobile,0
416,Show Prompt,2024-01-18 07:00:00,200.08,62.87460606624128,0,189.15,1,94.0,Mobile,0
418,Show Prompt,2024-01-18 09:00:00,38.51,42.36071796465507,0,27.33,1,102.20705744793584,Desktop,1
419,No Prompt,2024-01-18 10:00:00,91.11,64.68848213215799,0,105.49,1,145.0,Mobile,0
420,No Prompt,2024-01-18 11:00:00,187.97,55.27589036964147,0,186.15,1,3.0239411841971924,Mobile,1
421,No Prompt,2024-01-18 12:00:00,59.08,1.0,0,64.64,1,67.24148516311568,Mobile,0
422,No Prompt,2024-01-18 13:00:00,107.7,37.4184737874702,0,100.98,1,2.367803002720444,Mobile,1
423,Show Prompt,2024-01-18 14:00:00,18.08,29.671987318257745,0,18.32,0,52.0,Tablet,1
424,Show Prompt,2024-01-18 15:00:00,40.51,36.04629312128874,1,164.09,1,0.5990826874352928,Desktop,0
425,Show Prompt,2024-01-18 16:00:00,204.61,73.5303037160987,1,244.98,0,37.0,Desktop,1
426,No Prompt,2024-01-18 17:00:00,195.85,43.084328573690925,0,198.29,0,103.0,Desktop,0
427,Show Prompt,2024-01-18 18:00:00,10.06,32.293747757921686,0,3.89,1,54.0,Desktop,1
428,No Prompt,2024-01-18 19:00:00,186.21,44.7033097340244,0,187.82,1,178.86235053388774,Mobile,0
429,Show Prompt,2024-01-18 20:00:00,140.28,46.07990078704003,0,130.41,1,165.0,Desktop,0
430,Show Prompt,2024-01-18 21:00:00,178.85,10.885529199303942,0,179.76,1,129.0,Mobile,1
431,Show Prompt,2024-01-18 22:00:00,93.56,61.21832027103531,0,99.08,0,107.0,Mobile,1
432,No Prompt,2024-01-18 23:00:00,107.69,55.11887687539145,0,106.31,1,2.596024978886269,Desktop,0
433,No Prompt,2024-01-19 00:00:00,95.03,15.78339916136152,0,105.3,1,193.6554772697732,Mobile,1
434,Show Prompt,2024-01-19 01:00:00,134.97,36.97677436997161,0,130.89,1,65.89665545985338,Desktop,0
435,Show Prompt,2024-01-19 02:00:00,44.18,20.36119633314494,0,36.6,1,96.8277386348866,Mobile,0
436,No Prompt,2024-01-19 03:00:00,14.85,42.15477368390946,0,14.18,1,157.0,Desktop,1
437,Show Prompt,2024-01-19 04:00:00,58.22,19.49265721806678,0,80.03,1,106.0,Mobile,0
438,No Prompt,2024-01-19 05:00:00,139.97,33.69808776249875,0,155.17,0,4.507384029275061,Desktop,0
439,No Prompt,2024-01-19 06:00:00,53.85,24.405755512892814,0,49.44,1,32.0,Desktop,1
440,Show Prompt,2024-01-19 07:00:00,135.84,43.48637141134675,0,124.31,1,59.0,Mobile,0
441,Show Prompt,2024-01-19 08:00:00,197.72,38.13888186310859,0,195.02,0,145.2416079523299,Mobile,1
442,No Prompt,2024-01-19 09:00:00,25.97,37.49163270966443,0,26.11,1,2.4819139908033563,Mobile,0
443,Show Prompt,2024-01-19 10:00:00,133.99,47.35627144742483,0,131.5,0,4.632116930019172,Mobile,0
444,Show Prompt,2024-01-19 11:00:00,92.16,69.72053623318962,0,88.27,0,166.0,Desktop,0
445,No Prompt,2024-01-19 12:00:00,182.1,51.30313340875834,0,172.46,1,113.0,Desktop,1
446,No Prompt,2024-01-19 13:00:00,45.26,31.810791128887864,0,43.93,0,1.0840543867876729,Mobile,1
447,No Prompt,2024-01-19 14:00:00,143.53,44.73333461652678,0,135.09,1,56.48284753701718,Desktop,0
448,No Prompt,2024-01-19 15:00:00,165.81,49.61292593059797,0,172.59,0,73.0,Desktop,0
449,Show Prompt,2024-01-19 16:00:00,188.76,37.10866961295875,1,213.46,1,2.396330749741171,Mobile,1
450,Show Prompt,2024-01-19 17:00:00,142.01,29.296464048539768,1,182.55,1,159.0,Desktop,0
451,No Prompt,2024-01-19 18:00:00,99.14,22.471079092397904,0,96.46,0,1.226693121891314,Desktop,1
452,No Prompt,2024-01-19 19:00:00,121.25,30.67668952962004,0,135.04,0,141.0776035757165,Mobile,0
453,Show Prompt,2024-01-19 20:00:00,164.05,63.15352225142112,0,178.73,0,72.0,Mobile,1
454,No Prompt,2024-01-19 21:00:00,113.8,35.06805384896064,0,123.48,1,4.421800788212876,Mobile,0
455,Show Prompt,2024-01-19 22:00:00,17.99,3.1811884075060206,0,14.26,0,49.758699020705606,Tablet,1
456,Show Prompt,2024-01-19 23:00:00,184.02,48.73501327751264,0,184.68,1,102.20705744793584,Desktop,1
457,Show Prompt,2024-01-20 00:00:00,146.06,40.570799737893005,0,151.01,0,3.737134859715398,Desktop,0
458,Show Prompt,2024-01-20 01:00:00,140.55,40.55724203367115,0,140.78,1,32.27591287829553,Mobile,0
459,Show Prompt,2024-01-20 02:00:00,56.61,5.682118279817093,0,47.59,1,619.2921859129854,Mobile,1
461,Show Prompt,2024-01-20 04:00:00,78.35,20.059168788767,1,119.37,1,32.0,Mobile,0
462,No Prompt,2024-01-20 05:00:00,125.94,3.1155019211333723,0,126.9,0,137.172629732756,Desktop,0
463,No Prompt,2024-01-20 06:00:00,28.58,91.79173509426504,0,57.41,1,64.55182575659106,Tablet,1
464,No Prompt,2024-01-20 07:00:00,136.23,2.7925664894273723,0,135.12,1,22.0,Desktop,0
465,No Prompt,2024-01-20 08:00:00,203.32,30.383021097852684,0,195.88,1,109.0,Desktop,1
466,Show Prompt,2024-01-20 09:00:00,22.14,60.37637609741344,0,17.99,0,123.0,Mobile,0
467,Show Prompt,2024-01-20 10:00:00,192.71,65.2971815512489,0,184.38,1,142.0,Mobile,1
468,No Prompt,2024-01-20 11:00:00,86.69,55.27306137847962,0,89.03,1,95.0,Mobile,1
469,Show Prompt,2024-01-20 12:00:00,171.14,63.15964947096673,0,165.26,1,149.0,Desktop,1
470,No Prompt,2024-01-20 13:00:00,151.97,65.01141275784772,0,166.35,1,170.79337231431384,Desktop,0
471,Show Prompt,2024-01-20 14:00:00,114.22,21.91015814634896,0,117.13,1,235.3451980709049,Mobile,1
472,No Prompt,2024-01-20 15:00:00,151.04,17.859368144560065,0,152.21,1,101.0,Mobile,0
473,Show Prompt,2024-01-20 16:00:00,175.31,32.24759250203718,1,196.52,1,2.73866371398991,Mobile,0
474,No Prompt,2024-01-20 17:00:00,94.8,62.57914845311897,0,93.34,0,21.0,Mobile,0
475,No Prompt,2024-01-20 18:00:00,74.43,47.84120026316053,0,70.16,0,4.165051065026321,Mobile,0
476,No Prompt,2024-01-20 19:00:00,128.81,26.689209315902907,0,135.44,1,154.0,Mobile,1
477,Show Prompt,2024-01-20 20:00:00,156.98,27.5846815308525,0,157.4,0,45.0,Mobile,0
478,No Prompt,2024-01-20 21:00:00,157.07,57.1459966281286,0,152.83,1,143.89677824906758,Desktop,1
479,No Prompt,2024-01-20 22:00:00,161.12,50.02784924379708,0,161.44,1,0.998471145725488,Mobile,1
480,No Prompt,2024-01-20 23:00:00,87.81,23.776369282096788,0,88.33,1,4.849716993523799,Mobile,1
481,No Prompt,2024-01-21 00:00:00,159.96,47.304347181668064,0,165.75,1,2.624552725906997,Mobile,0
483,Show Prompt,2024-01-21 02:00:00,110.36,56.36357279807315,0,104.05,1,34.0,Mobile,1
484,No Prompt,2024-01-21 03:00:00,10.26,52.718937648376645,0,9.42,1,160.0,Mobile,0
485,No Prompt,2024-01-21 04:00:00,65.98,18.736625225769423,0,71.2,1,24.0,Mobile,0
486,No Prompt,2024-01-21 05:00:00,71.56,76.13719431355818,0,87.19,1,93.0,Mobile,0
487,Show Prompt,2024-01-21 06:00:00,79.34,54.10776740559197,0,89.7,1,71.0,Desktop,0
488,Show Prompt,2024-01-21 07:00:00,144.59,35.93297478256928,0,144.02,1,343.653467327437,Mobile,1
489,No Prompt,2024-01-21 08:00:00,87.23,37.43745209022882,0,83.14,1,129.0,Desktop,0
490,No Prompt,2024-01-21 09:00:00,100.4,64.35531985762273,0,84.18,1,217.8624119284948,Mobile,0
491,Show Prompt,2024-01-21 10:00:00,53.69,70.54708242344387,0,57.96,1,168.10371290778923,Mobile,0
492,No Prompt,2024-01-21 11:00:00,89.97,13.467547980874915,0,202.63,0,4.165051065026321,Mobile,0
493,Show Prompt,2024-01-21 12:00:00,53.21,60.33615517728703,1,96.6,1,26.0,Mobile,0
494,Show Prompt,2024-01-21 13:00:00,29.76,37.85853507124879,1,33.53,1,1.6831370742229657,Desktop,0
496,Show Prompt,2024-01-21 15:00:00,143.15,43.692259919470125,0,135.07,1,240.72451688395407,Desktop,1
497,No Prompt,2024-01-21 16:00:00,123.69,1.0,0,137.13,1,158.68990498495302,Desktop,0
498,Show Prompt,2024-01-21 17:00:00,235.26,39.85821387122645,0,84.68,1,217.8624119284948,Desktop,0
499,No Prompt,2024-01-21 18:00:00,82.16,23.3795670804994,0,207.57,1,104.0,Mobile,0
500,No Prompt,2024-01-21 19:00:00,181.07,31.824632082539388,0,175.75,1,84.0,Mobile,0
501,No Prompt,2024-01-21 20:00:00,107.41,14.25616470416194,0,100.65,1,203.06928519260936,Tablet,1
502,No Prompt,2024-01-21 21:00:00,90.06,41.660171735236005,0,97.82,1,30.0,Desktop,0
503,Show Prompt,2024-01-21 22:00:00,16.04,61.15233002940471,1,47.18,1,127.0,Mobile,0
504,No Prompt,2024-01-21 23:00:00,83.34,38.822343724083765,0,75.9,1,1.2837486159327705,Desktop,0
505,No Prompt,2024-01-22 00:00:00,83.24,59.96039377829666,0,79.82,1,228.62104955459333,Mobile,1
506,Show Prompt,2024-01-22 01:00:00,76.26,11.552930636877232,1,125.08,1,139.86228913928062,Mobile,0
507,No Prompt,2024-01-22 02:00:00,113.51,23.559847574892007,0,110.02,1,170.0,Mobile,1
508,No Prompt,2024-01-22 03:00:00,110.34,40.7621495438373,0,99.22,1,142.0,Desktop,0
509,No Prompt,2024-01-22 04:00:00,123.82,40.22316798006845,0,132.21,1,163.0,Desktop,1
510,No Prompt,2024-01-22 05:00:00,153.89,52.81646196599039,0,158.36,1,87.0,Mobile,1
511,No Prompt,2024-01-22 06:00:00,170.65,33.6948267309216,0,159.75,0,3.508912883549572,Mobile,0
512,Show Prompt,2024-01-22 07:00:00,150.9,52.81776164481361,0,166.12,1,133.13814062296908,Mobile,0
513,No Prompt,2024-01-22 08:00:00,189.5,73.54690808835778,0,199.05,0,239.37968718069183,Desktop,0
514,No Prompt,2024-01-22 09:00:00,18.0,58.74647731124884,0,8.05,1,96.8277386348866,Mobile,0
515,Show Prompt,2024-01-22 10:00:00,44.76,51.93271126074907,0,39.4,1,168.10371290778923,Mobile,0
516,Show Prompt,2024-01-22 11:00:00,7.33,1.0,1,28.07,1,4.906772487565256,Mobile,0
517,Show Prompt,2024-01-22 12:00:00,134.24,41.406162110115886,0,142.63,1,84.72427130552576,Mobile,0
